C—digo,Clave,Descripci—n,Caja,Master,Unidad,C—gido EAN,Precio Publico con iVA,Precio Publico sin iVA,Precio Mayoreo con IVA,Precio Mayoreo sin IVA,Precio Subdistribuidor con IVA,Precio Subdistribuidor sin IVA,Precio Distribuidor con IVA,Precio Distribuidor sin IVA,Marca,Codigo SAT,Descripcion SAT
18284,GRANEU-3/8-10,"Grapas para engrapadora neumática ENEU-3/8, 10mm, 5,000 pzas",1,5,Caja,7506240648284,68,58.62,60,51.72,52,44.83,43,37.07,Truper,27112120,Grapas c
13245,GRANEU-3/8-13,"Grapas para engrapadora neumática ENEU-3/8, 13mm, 5,000 pzas",1,5,Caja,7506240648277,78,67.24,68,58.62,58,50,49,42.24,Truper,27112120,Grapas c
13246,GRANEU-3/8-16,"Grapas para engrapadora neumática ENEU-3/8, 16mm, 5,000 pzas",1,5,Caja,7506240648260,94,81.03,82,70.69,70,60.34,59,50.86,Truper,27112120,Grapas c
18282,GRANEU-3/8-6,"Grapas para engrapadora neumática ENEU-3/8, 6mm, 5,000 pzas",1,5,Caja,7506240648307,52,44.83,45,38.79,38,32.76,32,27.59,Truper,27112120,Grapas c
18283,GRANEU-3/8-8,"Grapas para engrapadora neumática ENEU-3/8, 8mm, 5,000 pzas",1,5,Caja,7506240648291,56,48.28,49,42.24,42,36.21,35,30.17,Truper,27112120,Grapas c
13320,GRANEU-7/16-19,"Grapas para engrapadora neumática ENEU-7/16, 19mm, 1,000pzas",1,5,Caja,7506240648369,94,81.03,82,70.69,70,60.34,59,50.86,Truper,27112120,Grapas c
13321,GRANEU-7/16-25,"Grapas para engrapadora neumática ENEU-7/16, 25mm, 1,000pzas",1,5,Caja,7506240648352,105,90.52,92,79.31,78,67.24,65,56.03,Truper,27112120,Grapas c
13334,GRANEU-7/16-32,"Grapas para engrapadora neumática ENEU-7/16, 32mm, 1,000pzas",1,5,Caja,7506240648345,119,102.59,105,90.52,90,77.59,75,64.66,Truper,27112120,Grapas c
13335,GRANEU-7/16-38,"Grapas para engrapadora neumática ENEU-7/16, 38mm, 1,000pzas",1,5,Caja,7506240648338,136,117.24,119,102.59,105,90.52,85,73.28,Truper,27112120,Grapas c
13348,GRANEU-7/16-45,"Grapas para engrapadora neumática ENEU-7/16, 45mm, 1,000pzas",1,5,Caja,7506240648321,156,134.48,137,118.1,117,100.86,98,84.48,Truper,27112120,Grapas c
13349,GRANEU-7/16-50,"Grapas para engrapadora neumática ENEU-7/16, 50mm, 1,000pzas",1,5,Caja,7506240648314,176,151.72,155,133.62,135,116.38,110,94.83,Truper,27112120,Grapas c
14859,GRAS-13,"Grasera 14 oz, 4,500 lb/pulg2",2,16,Pieza,7501206684122,325,280.17,279,240.52,245,211.21,215,185.34,Truper,40141736,Graseras (de lubricación)
14860,GRAS-14,"Grasera industrial, mgo antiderrapante, 14oz, 6,000 lb/pulg2",2,16,Pieza,7501206641507,335,288.79,295,254.31,259,223.28,225,193.97,Truper,40141736,Graseras (de lubricación)
14861,GRAS-15,"Grasera industrial, 14 oz, 6,000 lb/pulg2",2,16,Pieza,7501206684139,415,357.76,355,306.03,315,271.55,275,237.07,Truper,40141736,Graseras (de lubricación)
14911,GRAS-3,Minigrasera 3 oz,4,16,Pieza,7501206626061,305,262.93,265,228.45,235,202.59,205,176.72,Truper,40141736,Graseras (de lubricación)
12783,GRAS-45,"Grasa de litio para chasis, 450 gr.",4,12,Pieza,7506240621737,73,62.93,63,54.31,56,48.28,49,42.24,Truper,15121500,Preparados lubricantes
14864,GRAS-NUT,"Tuercas para graseras, 2 piezas",20,80,Pieza,7501206673720,24,20.69,22,18.97,18.5,15.95,16,13.79,Truper,40141736,Graseras (de lubricación)
44975,GRI-1,Grillete de 1',2,10,Pieza,7506240630234,345,297.41,299,257.76,259,223.28,215,185.34,Fiero,31162803,Grilletes
44979,GRI-1-1/2,Grillete de 1-1/2',1,3,Pieza,7506240630272,1275,1099.14,1115,961.21,955,823.28,795,685.34,Fiero,31162803,Grilletes
44977,GRI-1-1/4,Grillete de 1-1/4',1,5,Pieza,7506240630258,665,573.28,579,499.14,499,430.17,415,357.76,Fiero,31162803,Grilletes
44976,GRI-1-1/8,Grillete de 1-1/8',2,8,Pieza,7506240630241,475,409.48,415,357.76,355,306.03,295,254.31,Fiero,31162803,Grilletes
44978,GRI-1-3/8,Grillete de 1-3/8',1,4,Pieza,7506240630265,905,780.17,789,680.17,679,585.34,565,487.07,Fiero,31162803,Grilletes
44971,GRI-1/2,Grillete de 1/2',4,80,Pieza,7506240630197,59,50.86,52,44.83,44,37.93,37,31.9,Fiero,31162803,Grilletes
44967,GRI-1/4,Grillete de 1/4',4,300,Pieza,7506240630159,30,25.86,27,23.28,23,19.83,19,16.38,Fiero,31162803,Grilletes
44966,GRI-3/16,Grillete de 3/16',4,500,Pieza,7506240630142,29,25,25,21.55,22,18.97,18,15.52,Fiero,31162803,Grilletes
44973,GRI-3/4,Grillete de 3/4',4,24,Pieza,7506240630210,176,151.72,155,133.62,135,116.38,110,94.83,Fiero,31162803,Grilletes
44969,GRI-3/8,Grillete de 3/8',4,152,Pieza,7506240630173,48,41.38,42,36.21,36,31.03,30,25.86,Fiero,31162803,Grilletes
44968,GRI-5/16,Grillete de 5/16',4,200,Pieza,7506240630166,34,29.31,29,25,25,21.55,21,18.1,Fiero,31162803,Grilletes
44972,GRI-5/8,Grillete de 5/8',4,40,Pieza,7506240630203,108,93.1,95,81.9,82,70.69,68,58.62,Fiero,31162803,Grilletes
44970,GRI-7/16,Grillete de 7/16',4,100,Pieza,7506240630180,52,44.83,45,38.79,38,32.76,32,27.59,Fiero,31162803,Grilletes
44974,GRI-7/8,Grillete de 7/8',2,16,Pieza,7506240630227,255,219.83,225,193.97,189,162.93,159,137.07,Fiero,31162803,Grilletes
10865,GRT-19,Grifa de dos bocas de 5/8 y 1/2',3,315,Pieza,7501206632130,165,142.24,145,125,126,108.62,110,94.83,Truper,27112017,Barras de cavar o barretones
19800,GRT-21,Grifa de dos bocas de 5/8 y 3/4',3,315,Pieza,7501206661949,165,142.24,145,125,126,108.62,110,94.83,Truper,27112017,Barras de cavar o barretones
14900,GT-26,"Guadaña tipo austriaca, 26'",1,6,Pieza,7501206612439,895,771.55,775,668.1,685,590.52,595,512.93,Truper,27112006,Guadañas
27040,GT-26P,"Guadaña tipo austriaca 26', Pretul",1,6,Pieza,7506240650676,535,461.21,459,395.69,410,353.45,355,306.03,Pretul,27112006,Guadañas
15036,GTL-CV,"Cultivador para jardín, 15'",6,54,Pieza,7501206653135,88,75.86,77,66.38,66,56.9,55,47.41,Truper,27112000,"Herramientas manuales de jardinería, agricultura y forestación"
15038,GTL-HO,"Azadón para jardín, 15'",6,54,Pieza,7501206653111,88,75.86,77,66.38,66,56.9,55,47.41,Truper,27112000,"Herramientas manuales de jardinería, agricultura y forestación"
15032,GTL-SH,"Cuchara para jardín, 15'",6,54,Pieza,7501206653128,88,75.86,77,66.38,66,56.9,55,47.41,Truper,27112000,"Herramientas manuales de jardinería, agricultura y forestación"
15034,GTL-TR,"Transplantador para jardín, 15'",6,54,Pieza,7501206653142,88,75.86,77,66.38,66,56.9,55,47.41,Truper,27112000,"Herramientas manuales de jardinería, agricultura y forestación"
15024,GTS-CV,"Cultivador para jardín, 6'",6,72,Pieza,7501206653166,50,43.1,43,37.07,37,31.9,31,26.72,Truper,27112000,"Herramientas manuales de jardinería, agricultura y forestación"
15026,GTS-FO,"Bieldo para jardín, 6'",6,72,Pieza,7501206653197,50,43.1,43,37.07,37,31.9,31,26.72,Truper,27112000,"Herramientas manuales de jardinería, agricultura y forestación"
15020,GTS-SH,"Cuchara para jardín, 6'",6,72,Pieza,7501206653180,50,43.1,43,37.07,37,31.9,31,26.72,Truper,27112000,"Herramientas manuales de jardinería, agricultura y forestación"
15022,GTS-TR,"Transplantador para jardín, 6'",6,72,Pieza,7501206653173,50,43.1,43,37.07,37,31.9,31,26.72,Truper,27112000,"Herramientas manuales de jardinería, agricultura y forestación"
15028,GTS-WE,"Deshierbador para jardín, 6'",6,72,Pieza,7501206653159,50,43.1,43,37.07,37,31.9,31,26.72,Truper,27112000,"Herramientas manuales de jardinería, agricultura y forestación"
14901,GTX-26,"Guadaña tipo española, 26'",1,6,Pieza,7501206612422,1050,905.17,899,775,799,688.79,695,599.14,Truper,27112006,Guadañas
13290,GU-111,"Guantes de nylon recubiertos de poliuretano, chicos",6,144,Par,7501206693117,57,49.14,49,42.24,44,37.93,38,32.76,Truper,46181500,Ropa de seguridad
20029,GU-111P,"Guantes de nylon recubiertos de poliuretano, chicos, Pretul",6,144,Par,7506240657613,32,27.59,26,22.41,24,20.69,22,18.97,Pretul,46181500,Ropa de seguridad
13291,GU-112,"Guantes de nylon recubiertos de poliuretano, medianos",6,144,Par,7501206693124,57,49.14,49,42.24,44,37.93,38,32.76,Truper,46181500,Ropa de seguridad
20030,GU-112P,"Guantes de nylon recubiertos de poliuretano, medianos,Pretul",6,144,Par,7506240657620,32,27.59,26,22.41,24,20.69,22,18.97,Pretul,46181500,Ropa de seguridad
13292,GU-113,"Guantes de nylon recubiertos de poliuretano, grandes",6,144,Par,7501206693131,57,49.14,49,42.24,44,37.93,38,32.76,Truper,46181500,Ropa de seguridad
20031,GU-113P,"Guantes de nylon recubiertos de poliuretano, grandes, Pretul",6,144,Par,7506240657637,32,27.59,26,22.41,24,20.69,22,18.97,Pretul,46181500,Ropa de seguridad
13293,GU-121,"Guantes de nylon recubiertos de nitrilo, chicos",6,144,Par,7501206693148,73,62.93,63,54.31,56,48.28,49,42.24,Truper,46181500,Ropa de seguridad
20026,GU-121P,"Guantes de nylon recubiertos de nitrilo, chicos, Pretul",6,144,Par,7506240657583,34,29.31,29,25,26,22.41,24,20.69,Pretul,46181500,Ropa de seguridad
13294,GU-122,"Guantes de nylon recubiertos de nitrilo, medianos",6,144,Par,7501206693155,73,62.93,63,54.31,56,48.28,49,42.24,Truper,46181500,Ropa de seguridad
20027,GU-122P,"Guantes de nylon recubiertos de nitrilo, medianos,Pretul",6,144,Par,7506240657590,34,29.31,29,25,26,22.41,24,20.69,Pretul,46181500,Ropa de seguridad
13295,GU-123,"Guantes de nylon recubiertos de nitrilo, grandes",6,144,Par,7501206693162,73,62.93,63,54.31,56,48.28,49,42.24,Truper,46181500,Ropa de seguridad
20028,GU-123P,"Guantes de nylon recubiertos de nitrilo, grandes, Pretul",6,144,Par,7506240657606,34,29.31,29,25,26,22.41,24,20.69,Pretul,46181500,Ropa de seguridad
17063,GU-131,"Guantes de nylon recubiertos de nitrilo arenoso, chicos",6,144,Par,7506240636144,127,109.48,109,93.97,97,83.62,85,73.28,Truper,46181500,Ropa de seguridad
17064,GU-132,"Guantes de nylon recubiertos de nitrilo arenoso, medianos",6,144,Par,7506240636151,127,109.48,109,93.97,97,83.62,85,73.28,Truper,46181500,Ropa de seguridad
17065,GU-133,"Guantes de nylon recubiertos de nitrilo arenoso, grandes",6,144,Par,7506240636168,127,109.48,109,93.97,97,83.62,85,73.28,Truper,46181500,Ropa de seguridad
18025,GU-151,"Guantes de poliéster con recubrimiento de nitrilo, chicos",6,48,Par,7506240655060,57,49.14,49,42.24,44,37.93,38,32.76,Truper,46181500,Ropa de seguridad
18026,GU-152,"Guantes de poliéster con recubrimiento de nitrilo, medianos",6,48,Par,7506240655084,57,49.14,49,42.24,44,37.93,38,32.76,Truper,46181500,Ropa de seguridad
18027,GU-153,"Guantes de poliéster con recubrimiento de nitrilo, grandes",6,48,Par,7506240655077,57,49.14,49,42.24,44,37.93,38,32.76,Truper,46181500,Ropa de seguridad
14246,GU-215,"Guantes de carnaza y loneta, con refuerzo, unitalla",6,48,Par,7501206673119,99,85.34,86,74.14,79,68.1,72,62.07,Truper,46181500,Ropa de seguridad
29977,GU-215P,"Guantes de carnaza y loneta con refuerzo, unitalla, Pretul",6,48,Par,7506240658917,64,55.17,55,47.41,50,43.1,46,39.66,Pretul,46181500,Ropa de seguridad
23262,GU-225,"Guantes de carnaza, cortos, Pretul",12,120,Par,7501206682869,54,46.55,47,40.52,43,37.07,39,33.62,Pretul,46181500,Ropa de seguridad
14245,GU-235,"Guantes de carnaza y loneta, unitalla",6,48,Par,7501206673126,92,79.31,78,67.24,72,62.07,65,56.03,Truper,46181500,Ropa de seguridad
29976,GU-235P,"Guantes de carnaza y loneta, unitalla, Pretul",6,48,Par,7506240658900,53,45.69,46,39.66,42,36.21,38,32.76,Pretul,46181500,Ropa de seguridad
14240,GU-241,"Guantes de carnaza, usos generales, grandes",6,48,Par,7501206673171,118,101.72,105,90.52,90,77.59,79,68.1,Truper,46181500,Ropa de seguridad
15248,GU-245,"Guantes de carnaza, usos generales, chicos",6,48,Par,7501206655078,118,101.72,105,90.52,90,77.59,79,68.1,Truper,46181500,Ropa de seguridad
17051,GU-255,Guantes de piel de res y dorso de loneta,6,48,Par,7506240664147,127,109.48,109,93.97,97,83.62,85,73.28,Truper,46181500,Ropa de seguridad
14244,GU-265,"Guantes carnaza y loneta, uso ligero",6,48,Par,7501206673133,73,62.93,63,54.31,56,48.28,49,42.24,Truper,46181500,Ropa de seguridad
17053,GU-273,Guantes de piel de res tipo operador,6,48,Par,7506240664154,187,161.21,159,137.07,145,125,125,107.76,Truper,46181500,Ropa de seguridad
13296,GU-311,"Guantes de látex para limpieza, chicos",6,72,Par,7506240643432,30,25.86,26,22.41,23,19.83,20,17.24,Truper,46181500,Ropa de seguridad
14262,GU-312,"Guantes de latex para limpieza, medianos",6,72,Par,7501206683118,30,25.86,26,22.41,23,19.83,20,17.24,Truper,46181500,Ropa de seguridad
14263,GU-313,"Guantes de latex para limpieza, grandes",6,72,Par,7501206683101,30,25.86,26,22.41,23,19.83,20,17.24,Truper,46181500,Ropa de seguridad
14268,GU-322,"Guantes de látex industriales, medianos",6,36,Par,7501206683057,157,135.34,136,117.24,119,102.59,105,90.52,Truper,46181500,Ropa de seguridad
14269,GU-323,"Guantes de látex industriales, grandes",6,36,Par,7501206683040,157,135.34,136,117.24,119,102.59,105,90.52,Truper,46181500,Ropa de seguridad
13297,GU-331,"Guantes de látex reforzados para limpieza, chicos",6,72,Par,7506240643449,48,41.38,42,36.21,37,31.9,32,27.59,Truper,46181500,Ropa de seguridad
15268,GU-332,"Guantes de látex reforzados para limpieza, medianos",6,72,Par,7501206681947,50,43.1,43,37.07,38,32.76,33,28.45,Truper,46181500,Ropa de seguridad
15269,GU-333,"Guantes de látex reforzados para limpieza, grandes",6,72,Par,7501206681954,50,43.1,43,37.07,38,32.76,33,28.45,Truper,46181500,Ropa de seguridad
23263,GU-341,"Guantes de látex para limpieza, chicos, Pretul",12,144,Par,7506240642596,22,18.97,19,16.38,18,15.52,16,13.79,Pretul,46181500,Ropa de seguridad
23260,GU-342,"Guantes de látex para limpieza, medianos, Pretul",12,144,Par,7501206682050,22,18.97,19,16.38,18,15.52,16,13.79,Pretul,46181500,Ropa de seguridad
23261,GU-343,"Guantes de látex para limpieza, grandes, Pretul",12,144,Par,7501206682067,22,18.97,19,16.38,18,15.52,16,13.79,Pretul,46181500,Ropa de seguridad
14266,GU-352,"Guantes de látex para pintor, medianos",6,72,Par,7501206683071,48,41.38,42,36.21,37,31.9,32,27.59,Truper,46181500,Ropa de seguridad
14267,GU-353,"Guantes de latex para pintor, grandes",6,72,Par,7501206683064,48,41.38,42,36.21,37,31.9,32,27.59,Truper,46181500,Ropa de seguridad
15296,GU-371,"Guantes de látex, desechables, chicos, caja 100 piezas",1,10,Caja,7506240641773,187,161.21,159,137.07,145,125,125,107.76,Truper,46181500,Ropa de seguridad
15297,GU-372,"Guantes de látex, desechables, medianos, caja 100 piezas",1,10,Caja,7506240641780,187,161.21,159,137.07,145,125,125,107.76,Truper,46181500,Ropa de seguridad
15298,GU-373,"Guantes de látex, desechables, grandes, caja 100 piezas",1,10,Caja,7506240641797,187,161.21,159,137.07,145,125,125,107.76,Truper,46181500,Ropa de seguridad
15299,GU-374,"Guantes de látex, desechables, XL, caja 100 pzas",1,10,Caja,7506240641803,187,161.21,159,137.07,145,125,125,107.76,Truper,46181500,Ropa de seguridad
14264,GU-382,"Guantes de látex para manejo de alimentos, medianos",6,72,Par,7501206683095,32,27.59,27,23.28,24,20.69,21,18.1,Truper,46181500,Ropa de seguridad
14265,GU-383,"Guantes de látex para manejo de alimentos, grandes",6,72,Par,7501206683088,32,27.59,27,23.28,24,20.69,21,18.1,Truper,46181500,Ropa de seguridad
18336,GU-391,"Guantes de látex, desechable, chico, bolsa 10 piezas",6,72,Bolsa,7506240657545,30,25.86,26,22.41,23,19.83,20,17.24,Truper,46181500,Ropa de seguridad
18337,GU-392,"Guantes de látex, desechable, mediano, bolsa 10 piezas",6,72,Bolsa,7506240657552,30,25.86,26,22.41,23,19.83,20,17.24,Truper,46181500,Ropa de seguridad
18338,GU-393,"Guantes de látex, desechable, grande, bolsa 10 piezas",6,72,Bolsa,7506240657569,30,25.86,26,22.41,23,19.83,20,17.24,Truper,46181500,Ropa de seguridad
18339,GU-394,"Guantes de látex, desechable, XL, bolsa 10 piezas",6,72,Bolsa,7506240657576,30,25.86,26,22.41,23,19.83,20,17.24,Truper,46181500,Ropa de seguridad
15265,GU-411,"Guantes de poliéster recubiertos de latex, chicos",6,48,Par,7501206696224,57,49.14,49,42.24,44,37.93,38,32.76,Truper,46181500,Ropa de seguridad
15266,GU-412,"Guantes de poliéster recubiertos de latex, medianos",6,48,Par,7501206696231,57,49.14,49,42.24,44,37.93,38,32.76,Truper,46181500,Ropa de seguridad
15267,GU-413,"Guantes de poliéster recubiertos de latex, grandes",6,48,Par,7501206696248,57,49.14,49,42.24,44,37.93,38,32.76,Truper,46181500,Ropa de seguridad
21830,GU-425,"Guantes de algodón con puntos de PVC en palma y dorso,Pretul",6,48,Par,7501206690635,27,23.28,23,19.83,22,18.97,19,16.38,Pretul,46181500,Ropa de seguridad
14248,GU-435,"Guantes de algodón recubrimiento total de latex, unitalla",6,48,Par,7501206673096,88,75.86,76,65.52,67,57.76,59,50.86,Truper,46181500,Ropa de seguridad
12650,GU-441,"Guantes de nylon con puntos de PVC en palma, chicos",6,144,Par,7506240636854,127,109.48,109,93.97,97,83.62,85,73.28,Truper,46181500,Ropa de seguridad
12651,GU-442,"Guantes de nylon con puntos de PVC en palma, medianos",6,144,Par,7506240636861,127,109.48,109,93.97,97,83.62,85,73.28,Truper,46181500,Ropa de seguridad
12652,GU-443,"Guantes de nylon con puntos de PVC en palma, grandes",6,144,Par,7506240636878,127,109.48,109,93.97,97,83.62,85,73.28,Truper,46181500,Ropa de seguridad
20330,GU-455,"Guantes de algodón con puntos PVC en palma, unitalla,Pretul",6,48,Par,7506240636175,34,29.31,29,25,26,22.41,24,20.69,Pretul,46181500,Ropa de seguridad
19458,GU-505,Guantes rojos para soldador,6,36,Par,7506240658887,138,118.97,118,101.72,108,93.1,99,85.34,Truper,46181500,Ropa de seguridad
15246,GU-515,Guantes azules reforzados para soldador,6,36,Par,7501206655061,189,162.93,159,137.07,148,127.59,135,116.38,Truper,46181500,Ropa de seguridad
14242,GU-525,"Guantes de carnaza, largos, unitalla",6,48,Par,7501206673157,135,116.38,115,99.14,105,90.52,95,81.9,Truper,46181500,Ropa de seguridad
14241,GU-535,"Guantes de carnaza, cortos, unitalla",6,48,Par,7501206673164,119,102.59,105,90.52,93,80.17,85,73.28,Truper,46181500,Ropa de seguridad
10848,GU-615,"Guantes para mecánico, palma reforzada",6,48,Par,7506240621928,157,135.34,136,117.24,119,102.59,105,90.52,Truper,46181500,Ropa de seguridad
10849,GU-625,"Guantes para mecánico, alta visibilidad",6,48,Par,7506240621935,239,206.03,205,176.72,179,154.31,159,137.07,Truper,46181500,Ropa de seguridad
10847,GU-635,"Guantes para mecánico, alta sensibilidad",6,48,Par,7506240621911,255,219.83,219,188.79,195,168.1,169,145.69,Truper,46181500,Ropa de seguridad
13194,GU-645,"Guantes mecánico, alta visibilidad, palma poliuretano, verde",6,48,Par,7506240646877,169,145.69,149,128.45,135,116.38,115,99.14,Truper,46181500,Ropa de seguridad
13195,GU-655,"Guantes para mecánico, cortos",6,48,Par,7506240651635,255,219.83,219,188.79,195,168.1,169,145.69,Truper,46181500,Ropa de seguridad
15158,GU-665,Guantes para mecánicos con protección anti-impacto,3,24,Par,7506240666325,365,314.66,319,275,279,240.52,245,211.21,Expert,46181500,Ropa de seguridad
14289,GU-715,Guantes de carnaza premium para electricista,6,48,Par,7501206688106,127,109.48,109,93.97,97,83.62,85,73.28,Truper,46181500,Ropa de seguridad
14286,GU-725,"Guantes de piel de cabra, tipo operador",6,48,Par,7501206688076,165,142.24,145,125,126,108.62,110,94.83,Truper,46181500,Ropa de seguridad
14288,GU-735,Guantes de piel de cabra con dorso de carnaza,6,48,Par,7501206688090,145,125,125,107.76,109,93.97,95,81.9,Truper,46181500,Ropa de seguridad
14999,GU-743,"Guantes de piel de cerdo, tipo operador",6,48,Par,7506240665908,165,142.24,145,125,126,108.62,110,94.83,Truper,46181500,Ropa de seguridad
14270,GU-812,"Guantes de neopreno para manejo de químicos, medianos",6,144,Par,7501206683033,73,62.93,63,54.31,56,48.28,49,42.24,Truper,46181500,Ropa de seguridad
14271,GU-813,"Guantes de neopreno para manejo de químicos, grandes",6,144,Par,7501206683026,73,62.93,63,54.31,56,48.28,49,42.24,Truper,46181500,Ropa de seguridad
15322,GU-821,"Guantes de nitrilo verde, multiusos, chicos",6,144,Par,7506240644101,58,50,50,43.1,45,38.79,39,33.62,Truper,46181500,Ropa de seguridad
15323,GU-822,"Guantes de nitrilo verde, multiusos, medianos",6,144,Par,7506240644118,58,50,50,43.1,45,38.79,39,33.62,Truper,46181500,Ropa de seguridad
15324,GU-823,"Guantes de nitrilo verde, multiusos, grandes",6,144,Par,7506240644125,58,50,50,43.1,45,38.79,39,33.62,Truper,46181500,Ropa de seguridad
15244,GU-835,"Guantes de algodón recubiertos de nitrilo, puño tejido",6,48,Par,7506240639572,125,107.76,106,91.38,94,81.03,82,70.69,Truper,46181500,Ropa de seguridad
15245,GU-845,"Guantes de algodón recubiertos de nitrilo, puño seguridad",6,48,Par,7506240639589,127,109.48,109,93.97,97,83.62,85,73.28,Truper,46181500,Ropa de seguridad
19453,GU-851A,"Guantes de nitrilo, desechable, azul, chico, caja 100 piezas",1,10,Caja,7506240657804,279,240.52,239,206.03,215,185.34,185,159.48,Truper,46181500,Ropa de seguridad
17397,GU-851N,"Guantes de nitrilo, desechable, negro, chico, caja 100piezas",1,10,Caja,7506240657842,295,254.31,255,219.83,225,193.97,195,168.1,Truper,46181500,Ropa de seguridad
19454,GU-852A,"Guantes de nitrilo, desechable, azul, mediano, caja 100 pzas",1,10,Caja,7506240657811,279,240.52,239,206.03,215,185.34,185,159.48,Truper,46181500,Ropa de seguridad
17398,GU-852N,"Guantes de nitrilo, desechable, negro, mediano, caja 100pzas",1,10,Caja,7506240657859,295,254.31,255,219.83,225,193.97,195,168.1,Truper,46181500,Ropa de seguridad
19455,GU-853A,"Guantes de nitrilo, desechable, azul, grande, caja 100 pzas.",1,10,Caja,7506240657828,279,240.52,239,206.03,215,185.34,185,159.48,Truper,46181500,Ropa de seguridad
